City,Lon,Lat,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
kungurtug,97.5228,50.5994,51.93,86,100,3.11,RU,2021-06-26
pochutla,-96.4661,15.7432,81.45,90,100,3.44,MX,2021-06-26
palmas,-48.3603,-10.2128,75.07,78,0,5.75,BR,2021-06-26
belebey,54.1167,54.1167,68.25,92,88,4.85,RU,2021-06-26
nanortalik,-45.2371,60.1432,45.55,82,9,7.2,GL,2021-06-26
marawi,124.2928,7.9986,77.65,67,46,0.65,PH,2021-06-26
axim,-2.2405,4.8699,75.72,91,93,6.13,GH,2021-06-26
kieta,155.6333,-6.2167,84.9,67,9,4.74,PG,2021-06-26
biak,122.8766,-0.9131,81.43,70,76,3.62,ID,2021-06-26
hailey,-114.3153,43.5196,75.9,42,75,8.05,US,2021-06-26
naregal,75.8167,15.5833,71.85,84,79,12.46,IN,2021-06-26
gibsons,-123.5027,49.3997,92.73,58,0,1.03,CA,2021-06-26
sorland,12.6934,67.667,48.04,66,99,3.56,NO,2021-06-26
sneek,5.6589,53.033,61.92,92,99,5.01,NL,2021-06-26
damphu,90.1096,27.0721,73.29,90,66,0.43,BT,2021-06-26
otjiwarongo,16.6477,-20.4637,47.62,58,5,1.92,NA,2021-06-26
morondava,44.2833,-20.2833,63.28,72,0,7.61,MG,2021-06-26
arcata,-124.0828,40.8665,63.12,79,90,4.0,US,2021-06-26
tautira,-149.15,-17.7333,84.0,75,99,14.23,PF,2021-06-26
maltahohe,16.9833,-24.8333,47.35,32,6,2.66,NA,2021-06-26
pozo colorado,-58.7972,-23.4923,63.18,86,83,2.8,PY,2021-06-26
chico,-121.8375,39.7285,99.1,29,40,8.05,US,2021-06-26
godda,87.2167,24.8333,85.37,71,63,6.91,IN,2021-06-26
kemijarvi,27.4306,66.7131,52.25,94,98,4.79,FI,2021-06-26
boende,20.8667,-0.2167,73.69,75,1,1.01,CD,2021-06-26
shubarkuduk,56.4872,49.1447,74.26,56,5,6.87,KZ,2021-06-26
haines junction,-137.5108,60.7522,59.36,62,100,8.21,CA,2021-06-26
barpali,83.5833,21.2,81.27,76,100,4.76,IN,2021-06-26
cabedelo,-34.8339,-6.9811,72.27,83,51,15.61,BR,2021-06-26
graciano sanchez,-99.2833,23.9167,87.39,52,10,9.66,MX,2021-06-26
harper,-7.7169,4.375,75.74,88,100,4.29,LR,2021-06-26
cotonou,2.4183,6.3654,79.03,85,100,7.61,BJ,2021-06-26
matata,176.75,-37.8833,65.12,74,99,9.6,NZ,2021-06-26
meulaboh,96.1285,4.1363,76.69,83,86,4.0,ID,2021-06-26
oyek,104.4556,52.5861,62.98,63,90,8.72,RU,2021-06-26
vilhena,-60.1458,-12.7406,73.0,52,61,2.62,BR,2021-06-26
ternate,127.4,0.8,82.09,76,37,1.7,ID,2021-06-26
cherrapunji,91.7,25.3,64.67,92,58,1.77,IN,2021-06-26
grindavik,-22.4338,63.8424,46.87,93,90,25.32,IS,2021-06-26
bengkulu,102.2655,-3.8004,78.44,79,93,3.74,ID,2021-06-26
sidi ali,0.4206,36.0998,69.37,76,82,0.51,DZ,2021-06-26
sinnamary,-52.95,5.3833,77.88,85,24,9.66,GF,2021-06-26
yarkovo,67.0786,57.4028,58.48,70,24,2.57,RU,2021-06-26
maromitsa,48.0123,59.8683,62.33,98,32,5.17,RU,2021-06-26
bilma,12.9164,18.6853,91.26,13,10,7.36,NE,2021-06-26
san felipe,-68.7425,10.3399,72.97,98,100,1.95,VE,2021-06-26
tianpeng,103.9393,30.9866,71.6,88,100,1.63,CN,2021-06-26
ostersund,14.6357,63.1792,52.25,82,90,4.61,SE,2021-06-26
kontagora,5.4695,10.3999,72.36,87,99,3.47,NG,2021-06-26
strezhevoy,77.5889,60.7333,57.18,61,33,4.9,RU,2021-06-26
tessalit,1.0114,20.1986,88.74,27,5,5.66,ML,2021-06-26
bowen,148.2333,-20.0167,76.46,61,76,4.07,AU,2021-06-26
totness,-56.3167,5.8833,77.32,88,94,9.53,SR,2021-06-26
sal rei,-22.9167,16.1833,73.96,86,100,11.88,CV,2021-06-26
sokolo,-6.1219,14.7328,87.96,43,97,3.65,ML,2021-06-26
saskylakh,114.0833,71.9167,43.29,76,100,9.91,RU,2021-06-26
green river,-109.4662,41.5286,63.0,53,100,1.54,US,2021-06-26
demba,22.2667,-5.51,67.21,57,4,1.77,CD,2021-06-26
albury,146.9167,-36.0833,52.02,94,90,6.91,AU,2021-06-26
paraopeba,-44.4033,-19.2757,65.55,64,40,4.07,BR,2021-06-26
kingman,-114.053,35.1894,98.19,12,1,11.54,US,2021-06-26
dukat,155.55,62.55,66.74,32,93,8.3,RU,2021-06-26
kununurra,128.7333,-15.7667,75.18,33,93,12.66,AU,2021-06-26
angoram,144.0661,-4.0625,84.45,70,95,2.68,PG,2021-06-26
hobyo,48.5268,5.3505,76.68,80,100,22.64,SO,2021-06-26
sabzevar,57.6819,36.2126,73.81,25,0,11.12,IR,2021-06-26
novi sanzhary,34.3108,49.3439,71.64,83,31,5.91,UA,2021-06-26
tobe,132.7901,33.7447,72.48,84,100,1.97,JP,2021-06-26
verkhnyaya inta,60.3094,65.9811,57.36,82,46,9.1,RU,2021-06-26
perehonivka,30.5192,48.5355,69.64,82,100,8.61,UA,2021-06-26
la paz,-68.15,-16.5,40.98,60,12,5.75,BO,2021-06-26
nara,135.8049,34.6851,78.49,64,100,0.36,JP,2021-06-26
toumodi,-5.0158,6.5613,73.45,98,100,1.36,CI,2021-06-26
cangzhou,116.8667,38.3167,86.0,50,0,13.18,CN,2021-06-26
krasnoye,24.6134,49.9145,61.95,95,99,2.57,UA,2021-06-26
bara,10.7288,10.3744,75.65,76,100,5.59,NG,2021-06-26
rundu,19.7667,-17.9333,52.32,47,0,4.7,NA,2021-06-26
etawah,79.0239,26.7769,89.64,49,10,5.59,IN,2021-06-26
chippewa falls,-91.3929,44.9369,79.57,71,1,5.75,US,2021-06-26
honiara,159.95,-9.4333,81.16,81,100,9.69,SB,2021-06-26
alice springs,133.8833,-23.7,53.15,50,0,13.8,AU,2021-06-26
ardrishaig,-5.4481,56.0157,52.21,82,97,2.93,GB,2021-06-26
kinsale,-8.5306,51.7075,51.24,81,75,10.36,IE,2021-06-26
yuzhnyy,83.6936,53.2542,53.98,76,0,6.71,RU,2021-06-26
maunabo,-65.8993,18.0072,80.89,86,100,10.4,PR,2021-06-26
cururupu,-44.8683,-1.8283,71.22,98,35,2.68,BR,2021-06-26
dwarka,68.9678,22.2394,83.16,72,92,20.69,IN,2021-06-26
akyab,92.9,20.15,80.35,87,57,11.1,MM,2021-06-26
baie-comeau,-68.1489,49.2168,58.82,81,100,1.63,CA,2021-06-26
salme,85.0942,28.0369,64.69,91,100,1.12,NP,2021-06-26
singaraja,115.0882,-8.112,82.27,73,5,0.13,ID,2021-06-26
rovaniemi,25.7167,66.5,54.81,82,100,6.91,FI,2021-06-26
superior,-92.1041,46.7208,76.68,65,1,6.91,US,2021-06-26
ambato,-78.6168,-1.2491,51.44,96,38,3.2,EC,2021-06-26
petatlan,-101.2667,17.5167,78.6,74,100,7.7,MX,2021-06-26
san jose,-121.895,37.3394,84.69,56,20,3.0,US,2021-06-26
redmond,-122.1215,47.674,90.86,49,0,1.99,US,2021-06-26
berlevag,29.0864,70.8578,46.53,86,38,18.34,NO,2021-06-26
solnechnyy,136.6319,50.7214,58.15,98,100,2.26,RU,2021-06-26
deneysville,28.0971,-26.8908,47.48,53,0,8.41,ZA,2021-06-26
moctezuma,-109.6667,29.8,102.42,17,0,15.14,MX,2021-06-26
aykhal,111.5,66.0,72.46,54,5,6.26,RU,2021-06-26
kumta,74.4,14.4167,77.85,86,77,6.06,IN,2021-06-26
klaksvik,-6.589,62.2266,49.12,83,96,12.26,FO,2021-06-26
tiznit,-9.5,29.5833,65.12,70,0,0.09,MA,2021-06-26
lensk,114.9278,60.7253,73.35,62,80,5.75,RU,2021-06-26
high level,-117.136,58.5169,84.81,30,5,8.19,CA,2021-06-26
vao,167.4833,-22.6667,72.19,70,0,22.97,NC,2021-06-26
apatou,-54.3472,5.155,72.75,99,28,2.89,GF,2021-06-26
jaguarari,-40.1958,-10.2639,61.36,86,5,5.39,BR,2021-06-26
faanui,-151.75,-16.4833,81.25,76,8,16.2,PF,2021-06-26
tomatlan,-105.25,19.9333,81.86,74,73,7.18,MX,2021-06-26
raudeberg,5.1352,61.9875,54.27,92,44,17.36,NO,2021-06-26
saint-pierre,55.4781,-21.3393,69.44,72,0,5.75,RE,2021-06-26
desbiens,-71.9495,48.4178,62.73,88,100,9.73,CA,2021-06-26
belyy yar,91.3903,53.6039,57.09,72,0,6.71,RU,2021-06-26
preobrazheniye,133.9064,42.9019,69.48,64,1,11.16,RU,2021-06-26
padang,100.3543,-0.9492,73.45,87,100,1.88,ID,2021-06-26
erie,-78.6664,42.7667,78.22,68,100,1.01,US,2021-06-26
luorong,109.6086,24.4058,82.67,81,100,7.07,CN,2021-06-26
saurimo,20.3916,-9.6608,59.63,52,5,4.65,AO,2021-06-26
kropotkin,40.5756,45.4375,69.76,91,98,6.62,RU,2021-06-26
chake chake,39.7666,-5.2459,72.03,76,94,8.68,TZ,2021-06-26
namtsy,129.6658,62.7161,75.31,36,97,7.58,RU,2021-06-26
freetown,-13.2299,8.484,75.34,91,100,10.38,SL,2021-06-26
maldonado,-54.9167,-34.6667,52.23,83,91,4.92,UY,2021-06-26
panaba,-88.2667,21.2833,74.34,91,100,8.3,MX,2021-06-26
astana,71.446,51.1801,42.75,93,0,2.24,KZ,2021-06-26
gamba,10.0,-2.65,72.27,91,59,6.26,GA,2021-06-26
pevek,170.3133,69.7008,35.28,76,97,4.23,RU,2021-06-26
abalak,68.5944,58.1286,54.48,79,11,3.33,RU,2021-06-26
penzance,-5.5371,50.1186,54.61,89,100,12.5,GB,2021-06-26
markivka,39.5705,49.5229,71.55,63,88,10.69,UA,2021-06-26
rosario do sul,-54.9142,-30.2583,51.33,88,100,7.83,BR,2021-06-26
griffith,-87.4237,41.5284,78.01,87,40,1.01,US,2021-06-26
okhotsk,143.3,59.3833,64.06,59,100,6.4,RU,2021-06-26
port moresby,147.1797,-9.4431,81.16,75,75,6.71,PG,2021-06-26
sterling,-77.4286,39.0062,76.26,71,40,1.01,US,2021-06-26
sungaipenuh,101.3833,-2.0833,68.18,93,84,0.63,ID,2021-06-26
huejuquilla el alto,-103.8667,22.6,74.98,49,66,8.7,MX,2021-06-26
san marcos,-117.1661,33.1434,90.88,62,1,1.01,US,2021-06-26
dolinsk,142.8,47.35,49.51,98,100,8.43,RU,2021-06-26
tyukalinsk,72.1967,55.8732,52.54,81,0,5.1,RU,2021-06-26
lamar,-95.5836,33.6668,89.26,65,0,11.07,US,2021-06-26
geraldton,114.6,-28.7667,48.61,76,100,17.27,AU,2021-06-26
miraflores,-98.8083,19.2167,61.03,87,99,5.35,MX,2021-06-26
kyzyl-suu,78.0056,42.3414,53.69,73,13,0.54,KG,2021-06-26
bogorodskoye,37.8833,56.55,64.6,91,24,2.73,RU,2021-06-26
monte santo de minas,-46.9803,-21.1897,66.51,54,95,3.04,BR,2021-06-26
darhan,105.9228,49.4867,70.75,60,1,5.14,MN,2021-06-26
muros,-9.0603,42.7762,67.23,79,13,6.91,ES,2021-06-26
asfi,-9.2372,32.2994,66.27,91,0,1.03,MA,2021-06-26
husavik,-17.3389,66.0449,53.08,69,0,17.63,IS,2021-06-26
mugur-aksy,90.5,50.35,43.43,67,100,2.19,RU,2021-06-26
lockhart,-81.4426,28.6194,76.71,79,99,1.01,US,2021-06-26
yamada,141.95,39.4667,73.54,73,100,3.0,JP,2021-06-26
jember,113.7032,-8.166,79.7,82,40,1.68,ID,2021-06-26
shimoda,138.95,34.6667,75.92,72,100,7.14,JP,2021-06-26
rudnichnyy,52.4703,59.617,63.9,92,41,4.68,RU,2021-06-26
hillsboro,-122.9898,45.5229,97.74,40,1,0.0,US,2021-06-26
rawson,-65.1023,-43.3002,42.64,52,1,11.52,AR,2021-06-26
sayyan,44.3244,15.1718,60.53,22,10,1.12,YE,2021-06-26
izhma,53.9113,65.0083,56.41,53,100,4.81,RU,2021-06-26
kalmunai,81.8167,7.4167,79.5,75,95,3.49,LK,2021-06-26
beyneu,55.2,45.3167,85.44,30,20,6.24,KZ,2021-06-26
kheralu,72.6167,23.8833,81.52,70,34,10.38,IN,2021-06-26
chumikan,135.315,54.7183,41.61,98,100,4.74,RU,2021-06-26
turukhansk,87.9833,65.8167,47.28,61,100,14.7,RU,2021-06-26
puerto carreno,-67.4859,6.189,79.2,74,100,0.36,CO,2021-06-26
elko,-115.5012,41.0002,84.22,19,86,18.01,US,2021-06-26
mecca,39.8261,21.4267,90.27,31,100,3.04,SA,2021-06-26
emba,58.1442,48.8264,74.98,53,0,5.5,KZ,2021-06-26
cacheu,-16.1658,12.2706,79.03,84,99,5.37,GW,2021-06-26
caramay,119.236,10.1815,85.35,68,21,4.74,PH,2021-06-26
fazalpur,75.0667,32.1833,73.15,31,100,0.72,PK,2021-06-26
solnechnogorsk,36.9833,56.1833,69.64,95,96,3.2,RU,2021-06-26
fort nelson,-122.7002,58.8053,86.63,30,11,12.08,CA,2021-06-26
paita,-81.1144,-5.0892,66.87,82,11,17.96,PE,2021-06-26
cap malheureux,57.6142,-19.9842,71.87,78,66,12.12,MU,2021-06-26
gemena,19.7667,3.25,71.24,74,6,0.83,CD,2021-06-26
safaga,33.9365,26.7292,85.41,39,0,6.46,EG,2021-06-26
kenai,-151.2583,60.5544,56.08,77,90,8.05,US,2021-06-26
borogontsy,131.1683,62.6683,81.84,34,52,6.82,RU,2021-06-26
acapulco,-99.8901,16.8634,75.02,94,90,5.75,MX,2021-06-26
snina,22.151,48.9886,68.36,87,100,4.23,SK,2021-06-26
caraquet,-64.9386,47.7941,63.21,83,100,14.58,CA,2021-06-26
havelock,-76.9013,34.8791,78.94,93,90,11.99,US,2021-06-26
srednekolymsk,153.6833,67.45,77.95,25,46,9.13,RU,2021-06-26
mahibadhoo,72.9667,3.7833,82.98,72,100,13.38,MV,2021-06-26
sault sainte marie,-84.3333,46.5168,66.49,82,90,3.44,CA,2021-06-26
sokoto,5.239,13.0609,84.09,50,5,7.16,NG,2021-06-26
port hueneme,-119.1951,34.1478,94.19,69,1,13.8,US,2021-06-26
kahului,-156.47,20.8947,87.82,58,40,14.97,US,2021-06-26
beloha,45.05,-25.1667,60.4,92,0,5.01,MG,2021-06-26
